medicine_id,medicine_name,category,company,dosage_mg,pack_size,manufacturing_cost,import_status,demand_level,expiry_months,prescription_required,price
1538,Insulin,Syrup,NovoNordisk,100,10,176.38,Local,Low,30,0,361.1
1539,Ace,Injection,Incepta,1000,20,12.09,Local,Low,27,1,19.2
1540,Napa,Capsule,Incepta,1000,1,48.35,Imported,High,11,0,230.67
1541,Ace,Injection,Incepta,100,10,67.17,Imported,High,10,1,258.11
1542,Seclo,Tablet,Beximco,50,10,166.13,Local,High,14,0,282.45
1543,Napa,Capsule,Beximco,250,10,92.48,Imported,Medium,17,0,293.67
1544,Histacin,Tablet,Square,250,1,133.69,Imported,High,33,1,384.61
1545,Histacin,Syrup,Square,500,20,198.78,Local,Medium,26,1,397.81
1546,Seclo,Tablet,Square,250,5,18.56,Imported,Medium,8,0,95.79
1547,Histacin,Capsule,Square,100,20,113.86,Imported,Medium,21,1,220.81
1548,Paracetamol,Capsule,Incepta,1000,20,31.09,Imported,High,18,1,188.98
1549,Ceevit,Injection,Incepta,50,5,98.38,Imported,Low,34,0,226.21
1550,Ace,Syrup,Incepta,50,10,10.17,Imported,Low,17,1,135.82
1551,Ace,Injection,Renata,100,1,149.77,Imported,Low,16,1,334.61
1552,Seclo,Tablet,Renata,250,5,125.9,Imported,High,34,0,427.79
1553,Ceevit,Tablet,Renata,50,1,82.66,Local,Medium,13,1,140.45
1554,Ace,Capsule,Renata,250,20,58.03,Local,High,13,1,124.4
1555,Histacin,Syrup,NovoNordisk,250,20,133.78,Local,Low,8,1,283.71
1556,Ace,Tablet,NovoNordisk,100,10,174.68,Local,High,18,1,254.96
1557,Ceevit,Tablet,Renata,100,20,91.57,Local,Low,7,0,200.19
1558,Ace,Injection,NovoNordisk,100,20,138.62,Local,Low,34,0,266.09
1559,Seclo,Injection,Incepta,100,1,44.69,Imported,Medium,32,1,180.17
1560,Insulin,Capsule,Incepta,100,1,170.21,Imported,Medium,18,0,449.6
1561,Paracetamol,Tablet,Square,250,20,137.17,Imported,Low,14,0,310.14
1562,Napa,Tablet,Incepta,250,1,58.41,Imported,High,31,1,223.16
1563,Insulin,Tablet,NovoNordisk,250,5,70.01,Local,Medium,13,1,119.78
1564,Paracetamol,Capsule,Incepta,500,10,83.36,Imported,Medium,26,0,285.47
1565,Seclo,Injection,Square,100,10,56.76,Local,Medium,33,1,117.77
1566,Seclo,Injection,Renata,100,5,145.73,Local,High,13,1,360.56
1567,Histacin,Tablet,Renata,500,20,180.19,Local,Medium,36,1,289.23
1568,Insulin,Injection,Square,250,1,173.88,Imported,Low,25,0,504.05
1569,Ace,Syrup,Square,250,20,128.35,Imported,Medium,20,0,241.55
1570,Napa,Tablet,NovoNordisk,250,20,75.25,Imported,Low,24,1,268.75
1571,Ace,Injection,NovoNordisk,100,20,155.16,Imported,Medium,18,0,266.34
1572,Seclo,Capsule,Square,500,20,78.55,Local,High,10,0,176.89
1573,Napa,Capsule,Beximco,1000,20,144.17,Imported,Medium,14,0,363.77
1574,Paracetamol,Tablet,Square,50,1,17.89,Imported,Low,22,1,178.73
1575,Histacin,Tablet,Incepta,50,5,182.07,Imported,High,21,0,561.01
1576,Napa,Injection,NovoNordisk,250,20,124.82,Imported,Low,17,0,297.76
1577,Seclo,Syrup,NovoNordisk,500,5,42.79,Imported,High,20,1,229.87
1578,Seclo,Injection,Square,250,20,122.12,Local,High,36,1,216.23
1579,Paracetamol,Capsule,Square,1000,5,114.8,Local,Medium,33,1,189.74
1580,Ceevit,Syrup,Incepta,250,20,118.73,Imported,High,18,1,379.37
1581,Histacin,Tablet,Square,50,20,171.55,Local,High,11,1,464.2
1582,Histacin,Injection,Beximco,1000,5,44.19,Imported,High,27,0,197.01
1583,Napa,Syrup,Square,100,10,109.1,Local,Medium,22,1,242.95
1584,Histacin,Injection,Beximco,250,20,64.46,Local,Low,14,0,127.19
1585,Insulin,Tablet,Renata,1000,5,42.78,Imported,High,33,0,279.83
1586,Napa,Syrup,Square,250,10,126.14,Local,Low,29,1,204.42
1587,Seclo,Capsule,NovoNordisk,100,10,149.9,Local,Medium,17,1,258.28
1588,Ceevit,Syrup,Renata,50,10,117.89,Imported,Medium,19,1,273.07
1589,Paracetamol,Tablet,Renata,500,10,172.03,Imported,High,13,0,552.96
1590,Napa,Syrup,Incepta,100,1,116.78,Imported,Medium,32,1,275.88
1591,Napa,Capsule,Square,100,10,16.42,Local,High,25,0,50.27
1592,Histacin,Syrup,Incepta,250,1,173.55,Local,High,11,1,309.82
1593,Insulin,Tablet,Renata,250,1,180.07,Imported,Low,21,0,551.04
1594,Paracetamol,Syrup,Renata,100,5,27.08,Imported,Medium,27,0,177.79
1595,Napa,Capsule,Incepta,50,1,165.47,Imported,Low,26,1,413.64
1596,Napa,Tablet,Beximco,1000,20,178.74,Imported,Medium,9,0,499.45
1597,Ace,Syrup,Square,1000,20,25.12,Local,Low,21,1,43.33
1598,Ace,Syrup,NovoNordisk,1000,5,95.55,Imported,Medium,19,1,314.06
1599,Napa,Syrup,Beximco,50,1,138.99,Imported,Low,30,1,349.56
1600,Napa,Injection,Beximco,500,1,60.48,Local,Low,33,0,88.94
1601,Ceevit,Tablet,Renata,500,5,105.5,Local,High,17,1,220.25
1602,Ceevit,Capsule,Square,1000,5,55.64,Imported,Low,11,0,195.51
1603,Paracetamol,Capsule,Renata,50,5,14.14,Imported,Medium,7,0,163.25
1604,Paracetamol,Syrup,Beximco,500,1,99.29,Local,High,14,0,204.52
1605,Seclo,Syrup,NovoNordisk,500,1,128.15,Imported,Low,24,1,301.73
1606,Histacin,Injection,Renata,100,20,62.32,Imported,Low,16,1,224.07
1607,Seclo,Syrup,NovoNordisk,100,1,69.81,Imported,Medium,9,0,222.39
1608,Histacin,Tablet,Beximco,500,5,164.44,Imported,Medium,33,0,499.6
1609,Seclo,Injection,Renata,500,5,95.67,Local,Low,12,0,237.72
1610,Ace,Syrup,Renata,100,10,58.37,Imported,Medium,17,0,184.21
1611,Histacin,Injection,NovoNordisk,500,20,109.84,Imported,High,15,0,416.53
1612,Seclo,Capsule,NovoNordisk,500,1,82.96,Local,Medium,34,0,206.63
1613,Paracetamol,Tablet,Renata,100,1,161.06,Local,High,11,1,417.91
1614,Ceevit,Syrup,Incepta,250,10,171.59,Imported,High,9,0,398.38
1615,Insulin,Injection,Incepta,50,10,170.55,Imported,Low,26,0,397.19
1616,Histacin,Injection,Incepta,250,10,34.78,Imported,Medium,26,0,218.48
1617,Histacin,Capsule,Incepta,100,20,157.1,Local,Low,32,0,329.79
1618,Insulin,Syrup,Incepta,100,5,56.27,Imported,Medium,29,0,219.47
1619,Paracetamol,Tablet,NovoNordisk,500,5,160.33,Local,Low,24,1,310.98
1620,Ceevit,Injection,Square,1000,10,40.62,Imported,Low,15,0,188.08
1621,Histacin,Injection,Square,250,1,193.52,Local,High,28,1,396.47
1622,Napa,Syrup,Beximco,500,20,113.89,Local,High,10,0,305.83
1623,Histacin,Syrup,Square,500,20,53.68,Local,Low,8,1,79.35
1624,Napa,Injection,Incepta,100,1,178.65,Local,High,17,1,423.54
1625,Histacin,Injection,Renata,500,5,69.61,Imported,High,29,0,262.41
1626,Napa,Syrup,Beximco,50,5,85.73,Imported,High,36,1,289.71
1627,Napa,Injection,NovoNordisk,1000,1,47.35,Local,High,20,0,110.74
1628,Insulin,Syrup,Renata,100,1,10.85,Imported,Medium,11,0,78.16
1629,Paracetamol,Injection,Renata,250,5,142.69,Imported,Low,33,1,344.44
1630,Seclo,Syrup,Beximco,1000,10,111.14,Imported,High,26,0,279.77
1631,Seclo,Tablet,Incepta,250,1,71.51,Local,High,7,0,166.71
1632,Napa,Injection,NovoNordisk,250,10,158.96,Imported,Medium,7,1,307.86
1633,Seclo,Tablet,Beximco,500,5,126.37,Imported,Low,10,0,315.72
1634,Histacin,Syrup,Incepta,100,20,17.39,Imported,High,13,0,161.59
1635,Ace,Tablet,Incepta,250,1,158.95,Local,Low,10,1,325.5
1636,Insulin,Injection,NovoNordisk,50,10,121.36,Imported,Medium,16,0,261.76
1637,Insulin,Capsule,NovoNordisk,500,5,107.44,Imported,Medium,24,0,344.93
1638,Paracetamol,Injection,NovoNordisk,500,5,126.82,Local,High,30,1,251.88
1639,Ceevit,Injection,NovoNordisk,50,1,113.28,Imported,High,30,0,331.76
1640,Paracetamol,Injection,NovoNordisk,500,10,124.62,Local,High,24,1,296.93
1641,Ceevit,Tablet,Incepta,500,5,156.14,Imported,High,27,1,494.78
1642,Paracetamol,Syrup,Beximco,100,10,157.31,Imported,Medium,35,0,400.99
1643,Ace,Tablet,Renata,1000,20,15.67,Imported,Medium,35,1,92.79
1644,Histacin,Tablet,Beximco,1000,1,45.06,Local,Medium,7,1,92.09
1645,Ceevit,Injection,Incepta,100,1,188.39,Imported,Low,10,1,441.11
1646,Insulin,Syrup,Renata,1000,10,148.7,Local,Medium,19,0,317.45
1647,Histacin,Capsule,Renata,500,20,187.73,Local,Medium,24,1,309.89
1648,Ace,Syrup,NovoNordisk,500,10,139.9,Imported,Medium,30,0,414.92
1649,Paracetamol,Tablet,Square,1000,20,44.71,Imported,Low,7,0,191.74
1650,Insulin,Syrup,Square,100,5,97.97,Local,Low,26,0,223.24
1651,Ceevit,Tablet,NovoNordisk,50,1,73.15,Imported,Medium,10,1,207.21
1652,Paracetamol,Injection,Square,50,1,79.28,Imported,High,13,0,338.13
1653,Ace,Syrup,Renata,100,20,59.14,Local,High,30,0,116.21
1654,Histacin,Syrup,Renata,500,10,48.04,Local,Medium,32,1,87.21
1655,Histacin,Capsule,Incepta,250,10,119.64,Local,Low,12,0,275.05
1656,Histacin,Tablet,Renata,100,5,106.31,Local,High,29,1,267.05
1657,Seclo,Injection,Renata,250,1,195.07,Local,Medium,30,0,384.43
1658,Napa,Capsule,Incepta,250,10,107.45,Local,High,6,0,270.07
1659,Insulin,Capsule,Incepta,100,20,16.42,Imported,Medium,34,0,112.39
1660,Paracetamol,Capsule,Renata,100,5,68.23,Local,Medium,26,1,111.79
1661,Ceevit,Injection,Square,50,10,107.27,Local,High,30,0,275.61
1662,Ceevit,Syrup,NovoNordisk,50,1,73.94,Imported,Low,7,0,232.14
1663,Insulin,Injection,Incepta,500,1,131.4,Imported,Medium,12,0,238.11
1664,Insulin,Tablet,Renata,500,10,149.42,Imported,Low,25,0,327.15
1665,Histacin,Syrup,Renata,500,1,29.56,Imported,Low,9,1,103.93
1666,Paracetamol,Injection,Renata,1000,20,96.32,Local,Medium,7,1,185.84
1667,Ace,Syrup,NovoNordisk,50,5,143.03,Local,High,36,1,344.91
1668,Insulin,Syrup,NovoNordisk,250,20,165.07,Imported,Medium,8,1,376.23
1669,Histacin,Capsule,Incepta,1000,1,189.82,Imported,High,27,0,401.41
1670,Insulin,Injection,NovoNordisk,500,20,180.7,Imported,Medium,24,0,365.84
1671,Insulin,Capsule,Incepta,100,10,99.56,Local,High,35,0,247.23
1672,Insulin,Capsule,Square,100,10,49.29,Imported,Medium,24,1,150.1
1673,Paracetamol,Capsule,Beximco,1000,10,180.41,Imported,Medium,13,1,379.75
1674,Napa,Capsule,Incepta,1000,10,98.48,Imported,High,35,1,247.77
1675,Insulin,Tablet,Incepta,500,10,67.45,Imported,High,32,1,258.93
1676,Napa,Tablet,Square,250,20,96.95,Imported,Medium,22,0,361.78
1677,Paracetamol,Capsule,Square,100,5,61.38,Local,High,20,1,173.12
1678,Napa,Tablet,Beximco,50,20,164.2,Local,Medium,18,1,372.17
1679,Napa,Capsule,Beximco,500,10,150.13,Imported,Medium,30,0,392.36
1680,Insulin,Capsule,Incepta,1000,5,57.18,Local,High,32,1,129.09
1681,Insulin,Syrup,Square,100,10,25.15,Imported,High,33,0,204.4
1682,Ace,Tablet,Beximco,50,10,101.4,Local,Medium,18,1,222.36
1683,Napa,Capsule,Renata,250,10,185.24,Local,Medium,26,0,307.96
1684,Ceevit,Injection,Incepta,50,1,54.8,Local,High,21,1,124.69
1685,Paracetamol,Injection,Incepta,100,10,45.87,Imported,High,9,1,236.23
1686,Seclo,Tablet,Incepta,250,1,90.88,Imported,Medium,28,1,294.51
1687,Histacin,Capsule,Renata,250,20,21.15,Imported,High,16,1,165.68
1688,Ace,Capsule,Beximco,1000,20,22.53,Local,Low,25,1,39.6
1689,Seclo,Injection,NovoNordisk,50,1,33.6,Local,Low,28,1,44.08
1690,Ace,Syrup,Incepta,100,10,112.4,Imported,High,11,0,296.86
1691,Ceevit,Capsule,NovoNordisk,1000,20,33.41,Imported,High,16,0,228.61
1692,Histacin,Injection,NovoNordisk,500,1,56.47,Local,Low,8,1,78.35
1693,Histacin,Injection,NovoNordisk,250,1,135.28,Imported,High,17,0,431.35
1694,Paracetamol,Injection,Renata,50,5,76.34,Local,Medium,26,1,189.36
1695,Ceevit,Injection,Square,250,1,188.72,Local,Medium,6,0,409.96
1696,Seclo,Injection,NovoNordisk,100,1,19.57,Local,Medium,11,1,27.07
1697,Ace,Capsule,Renata,500,10,126.99,Imported,Low,14,0,445.45
1698,Paracetamol,Tablet,Beximco,100,1,167.42,Local,High,19,1,411.88
1699,Paracetamol,Injection,NovoNordisk,100,1,180.32,Imported,Medium,33,1,394.0
1700,Ace,Tablet,NovoNordisk,500,5,62.58,Imported,High,34,1,323.01
1701,Ceevit,Injection,Incepta,1000,10,83.79,Local,Low,9,1,174.53
1702,Napa,Injection,Square,1000,5,193.17,Imported,Medium,33,1,587.96
1703,Paracetamol,Tablet,Incepta,1000,10,61.96,Local,Medium,34,1,142.3
1704,Insulin,Injection,Incepta,50,10,132.25,Local,Low,16,0,196.43
1705,Insulin,Capsule,Incepta,500,20,20.31,Imported,Medium,28,1,150.18
1706,Ceevit,Injection,Beximco,50,5,63.26,Local,High,30,1,124.03
1707,Seclo,Injection,NovoNordisk,500,1,86.16,Local,Medium,31,1,127.73
1708,Insulin,Injection,Beximco,250,20,143.9,Local,Medium,15,1,334.04
1709,Ceevit,Capsule,Square,250,20,190.09,Imported,Low,26,0,474.41
1710,Seclo,Syrup,Incepta,1000,10,10.8,Imported,High,34,1,126.48
1711,Seclo,Capsule,Incepta,100,1,34.9,Imported,Medium,6,0,175.86
1712,Ceevit,Tablet,NovoNordisk,100,10,194.62,Local,Medium,25,0,261.31
1713,Napa,Capsule,Beximco,500,10,62.62,Local,High,28,1,187.07
1714,Ceevit,Injection,NovoNordisk,50,10,119.09,Local,Low,18,1,184.55
1715,Seclo,Syrup,Renata,50,20,65.56,Imported,Low,14,0,178.91
1716,Napa,Capsule,Incepta,1000,20,18.33,Local,High,14,0,59.71
1717,Napa,Tablet,Incepta,50,5,67.04,Imported,Low,36,0,256.7
1718,Napa,Tablet,Renata,500,20,93.88,Local,Medium,33,0,143.61
1719,Paracetamol,Tablet,Beximco,50,10,141.37,Imported,High,16,1,505.32
1720,Ceevit,Tablet,Renata,1000,20,137.72,Local,High,28,1,297.26
1721,Seclo,Tablet,Square,250,10,127.4,Imported,High,22,1,404.91
1722,Ceevit,Injection,Beximco,1000,1,94.05,Local,Low,36,0,215.68
1723,Histacin,Syrup,Square,1000,5,79.69,Imported,Low,26,0,206.14
1724,Napa,Capsule,Incepta,500,10,141.52,Imported,Medium,16,0,349.79
1725,Insulin,Tablet,Beximco,500,10,173.05,Imported,Low,13,1,331.38
1726,Paracetamol,Capsule,Beximco,500,1,76.56,Imported,Medium,10,1,267.11
1727,Napa,Tablet,NovoNordisk,1000,5,50.27,Imported,Medium,15,0,162.28
1728,Seclo,Injection,Square,100,1,87.77,Local,Low,33,0,154.16
1729,Seclo,Tablet,Renata,50,10,78.18,Local,Low,14,0,175.03
1730,Napa,Syrup,Beximco,100,5,16.41,Local,High,12,1,61.21
1731,Ceevit,Capsule,Square,50,5,49.01,Local,Low,29,1,88.08
1732,Histacin,Syrup,Incepta,250,20,174.73,Local,Low,11,0,397.24
1733,Seclo,Tablet,Square,100,20,103.74,Local,High,21,0,266.26
1734,Histacin,Tablet,Incepta,100,10,81.56,Imported,Low,24,1,185.18
1735,Seclo,Syrup,Beximco,500,20,130.07,Imported,Medium,26,0,315.06
1736,Ace,Injection,NovoNordisk,50,10,177.83,Imported,High,7,1,467.64
1737,Napa,Tablet,Beximco,100,5,156.93,Imported,High,23,0,377.98
1738,Ace,Tablet,Renata,500,1,147.81,Imported,High,6,1,356.33
1739,Ceevit,Capsule,Renata,50,10,101.75,Imported,Medium,35,1,332.52
1740,Ceevit,Capsule,NovoNordisk,500,1,45.67,Imported,Low,10,0,120.35
1741,Insulin,Tablet,Square,500,20,191.87,Imported,Medium,21,1,569.07
1742,Ceevit,Capsule,NovoNordisk,250,1,178.14,Imported,Medium,28,1,378.7
1743,Paracetamol,Capsule,Beximco,500,5,96.29,Local,Medium,28,1,174.68
1744,Napa,Syrup,Renata,1000,10,184.97,Local,Medium,23,1,286.97
1745,Napa,Syrup,Incepta,50,1,75.03,Local,Low,10,1,147.33
1746,Ace,Injection,Renata,250,5,133.24,Imported,Medium,33,0,355.41
1747,Histacin,Tablet,Beximco,1000,20,17.79,Local,High,18,0,65.17
1748,Ace,Capsule,NovoNordisk,50,1,42.07,Imported,Low,22,0,194.81
1749,Ceevit,Injection,Beximco,100,20,177.68,Imported,Medium,8,0,543.25
1750,Ceevit,Capsule,Incepta,50,20,53.69,Imported,Medium,29,1,125.99
1751,Paracetamol,Capsule,Square,250,10,185.42,Imported,Low,20,0,431.25
1752,Histacin,Syrup,NovoNordisk,500,5,169.88,Local,High,26,1,374.73
1753,Ace,Capsule,NovoNordisk,1000,5,106.68,Imported,Low,35,1,269.94
1754,Seclo,Syrup,NovoNordisk,1000,10,123.75,Local,Medium,36,0,214.71
1755,Ace,Tablet,Renata,100,1,61.61,Imported,Medium,33,0,197.04
1756,Paracetamol,Injection,NovoNordisk,100,10,187.97,Imported,Low,14,1,504.76
1757,Ceevit,Injection,Incepta,100,20,169.19,Local,Low,32,0,345.4
1758,Seclo,Capsule,Beximco,1000,5,49.51,Imported,Low,27,1,225.21
1759,Ace,Injection,NovoNordisk,100,10,197.84,Imported,Low,30,1,356.92
1760,Ceevit,Tablet,Square,1000,10,131.23,Local,Low,11,0,266.62
1761,Ceevit,Injection,Square,250,5,33.53,Local,Medium,32,1,60.25
1762,Histacin,Tablet,Beximco,1000,1,103.26,Local,Low,34,1,240.41
1763,Paracetamol,Syrup,Beximco,50,5,196.72,Imported,High,23,1,403.01
1764,Napa,Injection,Beximco,250,10,50.52,Imported,High,36,1,260.1
1765,Paracetamol,Capsule,NovoNordisk,50,20,168.75,Imported,Low,23,0,456.42
1766,Seclo,Injection,Beximco,250,10,63.23,Local,Low,28,1,145.39
1767,Napa,Injection,Square,100,10,46.24,Local,Low,24,0,114.94
1768,Napa,Syrup,Renata,250,20,188.16,Local,Low,8,0,407.75
1769,Histacin,Injection,Beximco,50,20,180.88,Imported,High,27,1,384.51
1770,Paracetamol,Syrup,Renata,50,1,131.09,Local,Low,31,0,221.24
1771,Insulin,Injection,Square,100,10,199.57,Local,Medium,35,1,420.96
1772,Ace,Syrup,Beximco,250,10,105.76,Local,Low,29,0,201.63
1773,Ceevit,Injection,Square,100,10,177.78,Imported,Medium,32,0,482.72
1774,Insulin,Syrup,Square,100,10,144.16,Imported,Low,6,0,373.72
1775,Histacin,Tablet,Incepta,50,20,177.76,Imported,High,13,1,484.03
1776,Paracetamol,Capsule,Renata,100,1,91.59,Imported,High,32,1,232.84
1777,Ceevit,Injection,NovoNordisk,100,1,52.47,Local,Medium,13,0,82.72
1778,Insulin,Syrup,Beximco,500,1,76.39,Local,High,26,0,197.76
1779,Ace,Injection,Beximco,250,5,169.18,Local,Medium,12,1,310.41
1780,Histacin,Tablet,Square,250,20,168.76,Imported,Low,14,0,434.32
1781,Insulin,Injection,Incepta,50,20,74.49,Imported,Medium,12,0,236.32
1782,Insulin,Injection,Beximco,1000,5,21.26,Imported,Low,19,1,163.71
1783,Histacin,Syrup,Beximco,1000,1,26.8,Local,Medium,17,1,59.64
1784,Napa,Tablet,NovoNordisk,500,1,152.12,Local,High,21,1,269.22
1785,Ace,Tablet,Square,1000,5,186.32,Imported,Low,11,1,447.62
1786,Ace,Injection,Renata,500,20,178.71,Local,Low,21,1,358.69
1787,Ceevit,Injection,Renata,100,1,56.53,Imported,High,35,1,224.45
1788,Paracetamol,Syrup,Beximco,500,20,48.31,Imported,Medium,31,0,204.9
1789,Histacin,Injection,Beximco,100,20,37.46,Local,High,26,0,111.93
1790,Ceevit,Syrup,Square,500,10,128.46,Local,Medium,14,1,185.57
1791,Paracetamol,Injection,Beximco,1000,5,103.94,Imported,Low,30,0,210.76
1792,Histacin,Syrup,Incepta,500,1,65.57,Imported,Low,34,0,191.65
1793,Paracetamol,Injection,Incepta,1000,10,178.55,Local,High,12,1,468.03
1794,Ace,Injection,Square,250,20,70.24,Local,Medium,24,0,162.68
1795,Ceevit,Injection,Incepta,50,1,25.6,Imported,Medium,34,0,147.73
1796,Insulin,Tablet,Square,50,5,177.61,Local,High,25,1,435.08
1797,Napa,Syrup,Renata,500,5,69.44,Imported,Medium,21,1,220.58
1798,Ceevit,Tablet,Renata,500,20,170.82,Local,High,26,0,344.83
1799,Seclo,Capsule,Incepta,1000,5,30.09,Imported,Low,34,1,174.58
1800,Paracetamol,Syrup,NovoNordisk,50,20,56.95,Local,High,10,0,147.86
1801,Histacin,Capsule,Incepta,100,10,12.66,Imported,High,21,0,201.59
1802,Seclo,Syrup,Square,500,10,60.49,Imported,Medium,13,1,229.4
1803,Paracetamol,Tablet,Square,500,20,83.77,Imported,Low,35,1,294.96
1804,Ace,Syrup,Renata,100,20,61.59,Local,High,21,0,130.27
1805,Paracetamol,Syrup,Renata,1000,20,60.42,Imported,Low,21,1,259.19
1806,Ace,Capsule,Beximco,50,20,194.85,Local,Medium,32,0,267.67
1807,Insulin,Injection,Incepta,1000,10,79.08,Local,Low,8,1,107.14
1808,Insulin,Injection,NovoNordisk,100,5,132.01,Imported,Medium,15,1,338.49
1809,Ace,Syrup,Square,250,10,70.23,Imported,Medium,28,0,228.32
1810,Napa,Syrup,Beximco,250,20,47.19,Imported,High,6,1,164.52
1811,Ceevit,Syrup,Square,500,1,27.59,Local,Low,23,0,66.95
1812,Insulin,Tablet,Renata,1000,10,49.58,Local,High,17,0,151.79
1813,Ceevit,Syrup,Square,1000,20,120.8,Local,Medium,21,0,193.58
1814,Insulin,Capsule,NovoNordisk,50,1,117.98,Local,Medium,28,1,273.63
1815,Seclo,Capsule,Incepta,500,5,193.6,Imported,High,12,0,425.47
1816,Paracetamol,Tablet,Incepta,100,20,12.86,Imported,High,16,1,118.87
1817,Histacin,Capsule,Incepta,1000,20,84.39,Imported,Low,31,1,239.58
1818,Histacin,Syrup,Beximco,250,5,121.32,Local,High,24,0,209.05
1819,Insulin,Capsule,Renata,250,5,152.38,Imported,Low,31,1,351.1
1820,Seclo,Capsule,Incepta,250,1,155.98,Imported,High,20,1,458.47
1821,Insulin,Tablet,Incepta,100,1,21.82,Local,Low,26,1,29.25
1822,Histacin,Injection,Renata,250,5,159.96,Local,Medium,16,0,348.23
1823,Insulin,Injection,Square,100,10,144.24,Imported,Low,15,0,292.21
1824,Paracetamol,Syrup,Square,100,20,52.41,Imported,Medium,22,1,154.39
1825,Paracetamol,Syrup,Square,500,10,51.04,Local,High,27,0,104.39
1826,Histacin,Injection,NovoNordisk,100,10,178.24,Local,High,14,1,430.19
1827,Ace,Syrup,Beximco,50,10,13.72,Local,Low,25,1,20.51
1828,Paracetamol,Capsule,Beximco,500,5,170.69,Local,Low,19,0,369.47
1829,Ace,Capsule,Renata,1000,5,24.47,Imported,High,35,0,232.23
1830,Insulin,Capsule,Beximco,1000,10,124.45,Local,Medium,32,1,239.64
1831,Napa,Tablet,Beximco,100,1,71.81,Imported,Medium,31,0,301.56
1832,Paracetamol,Syrup,Square,100,20,168.7,Imported,Low,11,0,499.09
1833,Paracetamol,Tablet,Incepta,50,10,74.13,Imported,Medium,30,1,263.92
1834,Paracetamol,Tablet,Square,500,10,61.57,Local,Low,8,1,116.77
1835,Ceevit,Capsule,Incepta,1000,20,86.98,Imported,Low,10,0,202.35
1836,Paracetamol,Capsule,NovoNordisk,100,1,172.92,Imported,Medium,7,1,415.16
1837,Ace,Tablet,Beximco,50,5,175.39,Local,Low,16,1,402.53
1838,Seclo,Injection,Beximco,50,20,131.1,Local,Medium,20,1,256.92
1839,Seclo,Injection,NovoNordisk,100,10,138.52,Local,Medium,10,0,251.93
1840,Ceevit,Capsule,Renata,250,5,165.33,Imported,Low,15,1,503.23
1841,Paracetamol,Tablet,NovoNordisk,500,1,128.81,Imported,Low,19,0,303.23
1842,Ceevit,Injection,Beximco,250,5,132.16,Imported,Medium,15,1,363.72
1843,Insulin,Capsule,NovoNordisk,50,20,128.85,Imported,Low,31,1,334.98
1844,Napa,Injection,Renata,50,1,188.64,Imported,Medium,15,1,486.26
1845,Insulin,Injection,Beximco,500,5,197.2,Imported,High,33,1,608.48
1846,Insulin,Syrup,Square,100,1,92.43,Imported,Low,20,1,291.0
1847,Seclo,Capsule,Incepta,250,1,23.63,Imported,Medium,21,0,202.06
1848,Seclo,Capsule,Incepta,250,1,109.55,Imported,High,35,1,306.41
1849,Histacin,Tablet,NovoNordisk,500,5,149.62,Local,Low,22,0,260.58
1850,Ceevit,Tablet,Renata,500,1,119.65,Imported,Low,23,1,380.81
1851,Seclo,Syrup,Incepta,500,10,105.8,Local,Low,24,0,143.28
1852,Insulin,Syrup,Renata,100,5,11.75,Local,Low,20,1,24.13
1853,Histacin,Syrup,Incepta,100,5,29.95,Local,Low,23,1,42.42
1854,Histacin,Injection,NovoNordisk,500,1,17.76,Local,Low,30,1,38.97
1855,Histacin,Tablet,Square,50,20,118.83,Local,High,24,1,322.51
1856,Paracetamol,Syrup,NovoNordisk,100,1,28.16,Local,Medium,30,0,63.91
1857,Paracetamol,Capsule,Incepta,500,1,31.68,Imported,Medium,29,0,216.66
1858,Seclo,Syrup,Beximco,100,20,11.55,Imported,Medium,26,0,150.09
1859,Ace,Injection,Beximco,50,20,142.48,Local,High,14,0,292.25
1860,Histacin,Capsule,Square,100,1,188.99,Imported,High,27,0,442.37
1861,Ceevit,Injection,Incepta,100,20,185.5,Imported,Medium,31,0,444.65
1862,Napa,Injection,Square,50,20,188.24,Imported,High,12,1,630.49
1863,Ceevit,Injection,NovoNordisk,50,1,46.96,Local,Medium,8,1,112.11
1864,Ace,Injection,Incepta,1000,5,33.9,Imported,Medium,13,1,183.19
1865,Ceevit,Tablet,Incepta,250,20,86.85,Local,High,33,0,164.66
1866,Ace,Capsule,NovoNordisk,100,5,113.2,Imported,High,27,0,278.2
1867,Paracetamol,Capsule,NovoNordisk,50,5,193.66,Local,Low,12,1,338.98
1868,Napa,Tablet,Beximco,250,10,164.18,Local,Medium,25,0,398.94
1869,Ceevit,Syrup,NovoNordisk,1000,10,139.59,Local,High,31,1,244.33
1870,Seclo,Capsule,Renata,100,5,96.98,Imported,High,33,0,319.24
1871,Histacin,Capsule,NovoNordisk,500,10,75.59,Local,Medium,27,0,106.55
1872,Histacin,Injection,Renata,250,20,96.97,Local,Medium,26,1,173.92
1873,Ceevit,Syrup,NovoNordisk,500,5,135.31,Local,High,11,1,342.01
1874,Napa,Syrup,Incepta,500,10,97.89,Local,Medium,18,0,150.11
